Structures   Fraction     E[J/m2]      V[A]         Fx           Fy           Fz           Q4           Q6           Q8           Q12          Method       
lammps_0819  0.7917       0.98861      0.29737      1.59940      0.66221      0.00428      -0.09602     -0.14184     -0.01240     -0.17388     byEQ         
lammps_0820  0.8571       0.98975      0.31835      1.64541      0.91705      -0.01246     -0.07943     -0.12924     0.00586      -0.15218     byEQ         
lammps_0821  0.8500       0.98910      0.31700      1.62307      0.88788      0.00446      -0.08197     -0.13087     0.00676      -0.15403     byEQ         
lammps_0822  0.8333       0.98856      0.31841      1.52238      1.00997      -0.00717     -0.07851     -0.12622     0.00510      -0.15101     byEQ         
lammps_0823  0.8333       0.98893      0.31901      1.69031      0.89341      -0.00197     -0.08289     -0.13202     0.00825      -0.15422     byEQ         
lammps_0824  0.8500       0.98982      0.31784      1.65330      0.89193      0.00468      -0.08126     -0.13195     0.00729      -0.15370     byEQ         
lammps_0825  0.8333       0.99054      0.31823      1.71181      0.91939      -0.01151     -0.07808     -0.12863     0.00376      -0.15176     byEQ         
lammps_0826  0.8333       0.98986      0.31759      1.68791      0.87789      -0.00700     -0.07726     -0.12537     0.00341      -0.15007     byEQ         
lammps_0827  0.8333       0.99063      0.31583      1.56234      0.91979      -0.00662     -0.08230     -0.13046     0.00541      -0.15501     byEQ         
lammps_0828  0.8333       0.98981      0.31825      1.62933      0.94012      0.00993      -0.08141     -0.13152     0.00691      -0.15424     byEQ         
lammps_0829  0.8333       0.99038      0.31763      1.64380      0.83598      0.00235      -0.07885     -0.12629     0.00641      -0.15145     byEQ         
lammps_0830  0.8333       0.99176      0.31823      1.70434      0.91161      -0.00611     -0.08087     -0.13161     0.00534      -0.15336     byEQ         
lammps_0831  0.8125       0.99080      0.31572      1.31745      1.02152      0.00297      -0.08815     -0.13490     0.01263      -0.15973     byEQ         
lammps_0832  0.8333       0.99151      0.31713      1.67203      0.88688      -0.00625     -0.07875     -0.12999     0.00491      -0.15156     byEQ         
lammps_0833  0.7857       0.99062      0.29954      1.77220      0.80873      0.00419      -0.10807     -0.14958     -0.02900     -0.19145     byEQ         
lammps_0834  0.8333       0.99081      0.31801      1.43060      1.03230      0.00280      -0.08792     -0.13384     0.00782      -0.15940     byEQ         
lammps_0835  0.7500       0.99109      0.31497      2.14316      0.94408      0.00463      -0.09760     -0.14035     -0.02398     -0.17785     byEQ         
lammps_0836  0.8333       0.99126      0.31914      1.44173      1.06507      -0.00110     -0.08584     -0.13487     0.00866      -0.15831     byEQ         
lammps_0837  0.8125       0.99106      0.31704      1.65633      0.84418      0.00249      -0.08045     -0.12932     0.00765      -0.15339     byEQ         
lammps_0838  0.8333       0.99110      0.31847      1.64878      0.86718      -0.00252     -0.08822     -0.13551     0.01146      -0.15822     byEQ         
lammps_0839  0.8333       0.99095      0.31700      1.63477      0.85918      -0.00691     -0.08773     -0.13715     0.01041      -0.15732     byEQ         
lammps_0840  0.7857       0.99175      0.29881      1.70939      0.80571      -0.01268     -0.09937     -0.14174     -0.02750     -0.18297     byEQ         
lammps_0841  0.8333       0.99180      0.31707      1.68518      0.84176      -0.00653     -0.08292     -0.13199     0.00827      -0.15418     byEQ         
lammps_0842  0.8333       0.99171      0.31873      1.50832      0.98412      -0.00671     -0.08685     -0.13542     0.01008      -0.15893     byEQ         
lammps_0843  0.7500       0.99107      0.30098      1.69984      0.75031      0.00378      -0.10087     -0.14506     -0.01835     -0.18010     byEQ         
lammps_0844  0.8214       0.99191      0.30283      1.80163      0.58171      0.00530      -0.08521     -0.13221     -0.00903     -0.16091     byEQ         
lammps_0845  0.8333       0.99200      0.31599      1.47553      0.94038      -0.00649     -0.08474     -0.13158     0.00706      -0.15706     byEQ         
lammps_0846  0.7857       0.99067      0.29423      1.56257      0.70285      0.00375      -0.10647     -0.14877     -0.02152     -0.18412     byEQ         
lammps_0847  0.8333       0.99217      0.31887      1.65757      0.88646      -0.00665     -0.08697     -0.13364     0.00890      -0.15725     byEQ         
lammps_0848  0.6875       0.99330      0.35613      3.00014      1.83272      0.00609      -0.08879     -0.12860     -0.03194     -0.16968     byEQ         
lammps_0849  0.7857       0.99252      0.31319      2.23706      0.89845      0.00523      -0.10645     -0.15062     -0.02817     -0.19001     byEQ         
lammps_0850  0.8333       0.99193      0.31600      1.63501      0.79989      0.00244      -0.07760     -0.12470     0.00378      -0.15032     byEQ         
lammps_0851  0.7857       0.99238      0.29631      1.57203      0.82456      0.00537      -0.10204     -0.14519     -0.02904     -0.18511     byEQ         
lammps_0852  0.8214       0.99255      0.31599      1.73707      0.82024      -0.01270     -0.08001     -0.12932     0.00457      -0.15341     byEQ         
lammps_0853  0.7857       0.99238      0.29630      1.57203      0.82457      0.00537      -0.10204     -0.14519     -0.02904     -0.18511     byEQ         
lammps_0854  0.8214       0.99216      0.31629      1.73842      0.81300      0.00427      -0.08001     -0.12933     0.00456      -0.15346     byEQ         
lammps_0855  0.7857       0.99238      0.29631      1.57202      0.82455      0.00535      -0.10204     -0.14519     -0.02904     -0.18511     byEQ         
lammps_0856  0.8182       0.99228      0.31733      1.70681      0.87583      0.00461      -0.07895     -0.12976     0.00394      -0.15205     byEQ         
lammps_0857  0.8333       0.99241      0.31836      1.65358      0.86882      -0.00652     -0.08570     -0.13593     0.01031      -0.15701     byEQ         
lammps_0858  0.8333       0.99248      0.31472      1.61408      0.81928      -0.00671     -0.07930     -0.12936     0.00498      -0.15157     byEQ         
lammps_0859  0.7857       0.99297      0.30405      1.87872      1.04097      -0.01370     -0.11467     -0.15796     -0.03532     -0.20127     byEQ         
lammps_0860  0.8333       0.99331      0.31729      1.57251      0.91073      -0.00645     -0.08034     -0.12783     0.00552      -0.15359     byEQ         
lammps_0861  0.8125       0.99287      0.31918      1.55223      0.94860      0.00304      -0.08972     -0.13660     0.01053      -0.16038     byEQ         
lammps_0862  0.8333       0.99347      0.31691      1.65584      0.83030      -0.00626     -0.08054     -0.12835     0.00537      -0.15177     byEQ         
lammps_0863  0.7857       0.99179      0.29453      1.47065      0.87480      0.00127      -0.09575     -0.14350     -0.02908     -0.18317     byEQ         
lammps_0864  0.8125       0.99386      0.31773      1.51203      0.98149      -0.00298     -0.07845     -0.12563     0.00465      -0.15119     byEQ         
lammps_0865  0.8000       0.99216      0.31646      1.54197      0.88033      0.00174      -0.08365     -0.13036     0.00709      -0.15529     byEQ         
lammps_0866  0.8333       0.99402      0.31704      1.65088      0.83542      -0.00630     -0.07967     -0.12824     0.00524      -0.15201     byEQ         
lammps_0867  0.8125       0.99284      0.31889      1.71308      0.85656      0.00343      -0.08472     -0.13479     0.00899      -0.15607     byEQ         
lammps_0868  0.8333       0.99402      0.31704      1.65087      0.83541      -0.00630     -0.07967     -0.12824     0.00524      -0.15201     byEQ         
lammps_0869  0.8000       0.99316      0.31595      1.51615      0.91950      0.00234      -0.08002     -0.12799     0.00444      -0.15246     byEQ         
lammps_0870  0.8214       0.99399      0.31439      1.67546      0.79664      0.00491      -0.08102     -0.13172     0.00543      -0.15242     byEQ         
lammps_0871  0.8333       0.99394      0.31807      1.61932      0.89835      0.00462      -0.07855     -0.12901     0.00636      -0.15186     byEQ         
lammps_0872  0.7857       0.99344      0.30452      1.74357      0.89910      0.00485      -0.08810     -0.13084     -0.02353     -0.16794     byEQ         
lammps_0873  0.7778       0.99304      0.31542      1.39511      0.94218      0.00209      -0.09405     -0.14154     0.01441      -0.16446     byEQ         
lammps_0874  0.8214       0.99413      0.31553      1.65963      0.83832      0.00487      -0.07927     -0.13046     0.00469      -0.15168     byEQ         
lammps_0875  0.8000       0.99391      0.31592      1.79144      0.78909      0.00371      -0.08478     -0.13158     0.00426      -0.15725     byEQ         
lammps_0876  0.8125       0.99404      0.31685      1.69739      0.82729      0.00425      -0.08040     -0.12855     0.00408      -0.15248     byEQ         
lammps_0877  0.7857       0.99500      0.30565      1.75411      0.97033      -0.01169     -0.09617     -0.13680     -0.03151     -0.18036     byEQ         
lammps_0878  0.7778       0.99375      0.30323      0.98232      0.88915      0.00228      -0.08234     -0.12889     0.00641      -0.15381     byEQ         
lammps_0879  0.8125       0.99482      0.31535      1.67962      0.83513      0.00498      -0.08184     -0.13255     0.00501      -0.15340     byEQ         
lammps_0880  0.8333       0.99489      0.31567      1.67637      0.99510      -0.00783     -0.08328     -0.12986     -0.00536     -0.15871     byEQ         
lammps_0881  0.7917       0.99545      0.29987      1.61991      0.58035      -0.00897     -0.09503     -0.14158     -0.00938     -0.17070     byEQ         
lammps_0882  0.7143       0.99451      0.30956      1.76420      0.88697      0.00355      -0.09793     -0.14324     -0.01477     -0.17514     byEQ         
lammps_0883  0.8333       0.99526      0.31788      1.65321      0.84668      0.00502      -0.08248     -0.13484     0.00785      -0.15556     byEQ         
lammps_0884  0.8214       0.99451      0.28777      1.48754      0.56341      0.00351      -0.10965     -0.15465     -0.02288     -0.19405     byEQ         
lammps_0885  0.8214       0.99594      0.30981      1.95246      1.02466      0.00388      -0.10098     -0.14493     -0.03910     -0.19029     byEQ         
lammps_0886  0.8571       0.99589      0.32488      1.99492      1.02586      0.00485      -0.08328     -0.13103     -0.00835     -0.16048     byEQ         
lammps_0887  0.8214       0.99555      0.31571      1.70913      0.83901      0.00414      -0.08698     -0.13413     0.00107      -0.16056     byEQ         
lammps_0888  0.8125       0.99538      0.31651      1.64725      0.81075      0.00385      -0.09164     -0.14032     0.01139      -0.16026     byEQ         
lammps_0889  0.8214       0.99611      0.31494      1.63010      0.80767      0.00495      -0.08170     -0.13275     0.00625      -0.15301     byEQ         
lammps_0890  0.8182       0.99613      0.31669      1.64365      0.82676      -0.01317     -0.08909     -0.13925     0.01089      -0.15876     byEQ         
lammps_0891  0.8125       0.99540      0.31356      1.41521      0.89513      0.00413      -0.08091     -0.12788     0.00598      -0.15228     byEQ         
lammps_0892  0.7917       0.99619      0.31118      1.88436      0.84103      0.00521      -0.08266     -0.12856     -0.01363     -0.16063     byEQ         
lammps_0893  0.8125       0.99642      0.31726      1.69463      0.83631      0.00498      -0.07958     -0.12844     0.00363      -0.15326     byEQ         
lammps_0894  0.8000       0.99601      0.31284      1.68204      0.73904      0.00425      -0.08205     -0.13025     0.00488      -0.15497     byEQ         
lammps_0895  0.7917       0.99559      0.31780      1.68550      0.82661      0.00261      -0.09060     -0.13873     0.01293      -0.16215     byEQ         
lammps_0896  0.8000       0.99621      0.31080      1.48280      0.80049      0.00416      -0.08624     -0.13364     0.00605      -0.15866     byEQ         
lammps_0897  0.7917       0.99648      0.31554      1.59123      0.87084      -0.00714     -0.08961     -0.13765     0.01048      -0.16089     byEQ         
lammps_0898  0.8000       0.99605      0.31579      1.51606      0.91475      -0.00705     -0.08721     -0.13647     0.00769      -0.15853     byEQ         
lammps_0899  0.7778       0.99609      0.31473      1.38920      0.93658      0.00249      -0.08427     -0.13071     0.00915      -0.15590     byEQ         
lammps_0900  0.7500       0.99548      0.30993      1.89327      1.07853      0.00228      -0.10798     -0.15097     -0.03332     -0.19231     byEQ         
lammps_0901  0.7917       0.99692      0.29769      1.56401      0.50376      -0.00863     -0.09460     -0.14117     -0.00616     -0.16903     byEQ         
lammps_0902  0.8125       0.99640      0.31722      1.48991      0.95259      0.00451      -0.08411     -0.13140     0.00699      -0.15605     byEQ         
lammps_0903  0.7917       0.99665      0.31509      1.43585      0.91498      -0.00699     -0.09617     -0.14479     0.01595      -0.16586     byEQ         
lammps_0904  0.7778       0.99575      0.31270      1.25814      0.90506      0.00213      -0.08819     -0.13731     0.01297      -0.15957     byEQ         
lammps_0905  0.7857       0.99782      0.31600      1.74030      0.83723      -0.00650     -0.08234     -0.12931     0.00216      -0.15528     byEQ         
lammps_0906  0.7500       0.99745      0.30567      1.76286      0.64931      -0.00925     -0.09794     -0.14255     -0.00899     -0.17200     byEQ         
lammps_0907  0.7778       0.99788      0.31555      1.74993      0.83705      -0.00666     -0.08145     -0.12865     0.00128      -0.15473     byEQ         
lammps_0908  0.8125       0.99732      0.31759      1.66221      0.82593      -0.00621     -0.08905     -0.14035     0.01178      -0.15977     byEQ         
lammps_0909  0.8000       0.99664      0.31810      1.56944      0.89252      0.00240      -0.08987     -0.13734     0.01061      -0.16021     byEQ         
lammps_0910  0.7778       0.99711      0.30035      1.60108      0.85087      -0.01086     -0.08589     -0.13069     -0.01820     -0.16501     byEQ         
lammps_0911  0.8000       0.99761      0.31358      1.65473      0.78070      -0.00657     -0.08350     -0.13286     0.00507      -0.15445     byEQ         
lammps_0912  0.7500       0.99706      0.30095      1.66611      0.62707      0.00431      -0.09810     -0.14360     -0.01209     -0.17472     byEQ         
lammps_0913  0.7500       0.99750      0.30701      1.89032      0.62157      0.00459      -0.09530     -0.14101     -0.00902     -0.17116     byEQ         
lammps_0914  0.8333       0.99755      0.29574      1.58712      0.54440      0.00237      -0.09195     -0.13801     -0.01424     -0.17032     byEQ         
lammps_0915  0.7917       0.99769      0.31783      1.60442      0.90728      -0.00710     -0.09183     -0.14122     0.01094      -0.16275     byEQ         
lammps_0916  0.7273       0.99630      0.30380      1.56223      0.90084      0.00318      -0.09009     -0.13147     -0.02327     -0.16924     byEQ         
lammps_0917  0.7917       0.99763      0.31340      1.50615      0.83444      -0.00735     -0.09264     -0.14081     0.01118      -0.16304     byEQ         
lammps_0918  0.7857       0.99767      0.31103      1.97092      0.87876      0.00482      -0.10266     -0.14471     -0.03256     -0.18705     byEQ         
lammps_0919  0.7500       0.99758      0.29698      1.62445      0.53739      0.00390      -0.10201     -0.14355     -0.01911     -0.18001     byEQ         
lammps_0920  0.8125       0.99810      0.31374      1.61841      0.77353      0.00502      -0.08360     -0.13283     0.00594      -0.15453     byEQ         
lammps_0921  0.7500       0.99809      0.29940      1.54259      0.58189      -0.00947     -0.09699     -0.14196     -0.01220     -0.17245     byEQ         
lammps_0922  0.7778       0.99781      0.31147      1.31852      0.88402      0.00255      -0.08752     -0.13533     0.01099      -0.15808     byEQ         
lammps_0923  0.8846       0.99721      0.31576      1.43027      0.91919      0.00253      -0.09014     -0.14084     0.01015      -0.16156     byEQ         
lammps_0924  0.7778       0.99753      0.31410      1.45718      0.84752      0.00225      -0.08542     -0.13135     0.00789      -0.15606     byEQ         
lammps_0925  0.7143       0.99688      0.26092      0.49616      0.59817      0.00114      -0.10238     -0.15686     -0.02247     -0.19264     byEQ         
lammps_0926  0.7917       0.99874      0.31680      1.48414      0.92671      -0.00118     -0.09648     -0.14334     0.01316      -0.16579     byEQ         
lammps_0927  0.7778       0.99809      0.31749      1.56072      0.87961      0.00246      -0.08422     -0.13207     0.00849      -0.15521     byEQ         
lammps_0928  0.7917       0.99836      0.31708      1.57702      0.88942      -0.00690     -0.08722     -0.13537     0.00912      -0.15816     byEQ         
lammps_0929  0.7778       0.99782      0.31547      1.66477      0.74983      0.00221      -0.08171     -0.13056     0.00801      -0.15416     byEQ         
lammps_0930  0.7500       0.99807      0.31468      1.37252      0.91393      0.00297      -0.10277     -0.15042     0.01864      -0.17183     byEQ         
lammps_0931  0.8000       0.99905      0.31465      1.63795      0.78003      -0.00637     -0.08895     -0.13987     0.01034      -0.15847     byEQ         
lammps_0932  0.7917       0.99909      0.31752      1.73377      0.78113      -0.00638     -0.09109     -0.13878     0.01139      -0.16051     byEQ         
lammps_0933  0.7857       0.99845      0.31783      1.72614      0.80642      0.00408      -0.08698     -0.13818     0.00993      -0.15828     byEQ         
lammps_0934  0.7917       0.99904      0.31759      1.60091      0.88903      -0.00688     -0.08710     -0.13457     0.00905      -0.15912     byEQ         
lammps_0935  0.8750       0.99883      0.30476      1.86685      0.60933      0.00428      -0.09284     -0.14052     -0.01161     -0.17191     byEQ         
lammps_0936  0.7917       0.99872      0.31863      1.62152      0.87195      -0.00686     -0.10262     -0.15074     0.01649      -0.17096     byEQ         
lammps_0937  0.8000       0.99869      0.31298      1.58574      0.74461      0.00405      -0.08680     -0.13361     0.00869      -0.15769     byEQ         
lammps_0938  0.7917       0.99839      0.31811      1.70160      0.79935      0.00362      -0.09222     -0.14061     0.01201      -0.16155     byEQ         
lammps_0939  0.7778       0.99842      0.31238      1.42962      0.83401      0.00236      -0.08432     -0.13139     0.00519      -0.15615     byEQ         
lammps_0940  0.7500       0.99842      0.31565      1.28323      0.97809      0.00273      -0.10275     -0.15029     0.02172      -0.17160     byEQ         
lammps_0941  0.7857       0.99894      0.31473      1.70021      0.77114      0.00475      -0.08169     -0.12913     0.00307      -0.15423     byEQ         
lammps_0942  0.4667       0.93515      0.17226      -2.11386     0.29273      0.00515      -0.08235     -0.14294     -0.02221     -0.16780     byEQ         
lammps_0943  0.4667       0.93615      0.17196      -2.11910     0.30377      -0.01323     -0.08235     -0.14294     -0.02222     -0.16781     byEQ         
lammps_0944  0.4667       0.96016      0.18267      -1.80672     0.10713      0.00064      -0.08730     -0.14882     -0.01736     -0.17391     byEQ         
lammps_0945  0.4667       0.95992      0.18271      -1.80657     0.10620      0.00336      -0.08730     -0.14882     -0.01736     -0.17389     byEQ         
lammps_0946  0.4667       0.95996      0.18268      -1.80561     0.10599      0.00124      -0.08730     -0.14882     -0.01736     -0.17389     byEQ         
lammps_0947  0.4667       0.96159      0.19264      -1.73674     0.32899      0.00023      -0.08830     -0.14937     -0.01539     -0.17300     byEQ         
lammps_0948  0.4667       0.96175      0.19253      -1.73780     0.33201      -0.00598     -0.08830     -0.14937     -0.01538     -0.17298     byEQ         
lammps_0949  0.4667       0.96235      0.19215      -1.71449     0.29258      0.00257      -0.08800     -0.14902     -0.01610     -0.17358     byEQ         
lammps_0950  0.4667       0.96252      0.19185      -1.71866     0.29013      0.00048      -0.08769     -0.14838     -0.01641     -0.17308     byEQ         
lammps_0951  0.4667       0.96259      0.19097      -1.72720     0.26941      0.00252      -0.08576     -0.14771     -0.01710     -0.17289     byEQ         
lammps_0952  0.4667       0.96242      0.18992      -1.74193     0.25103      0.00451      -0.08607     -0.14819     -0.01728     -0.17304     byEQ         
lammps_0953  0.4667       0.96231      0.19093      -1.72640     0.26920      0.00107      -0.08576     -0.14770     -0.01709     -0.17286     byEQ         
lammps_0954  0.4667       0.96315      0.19181      -1.70996     0.28259      0.00148      -0.08990     -0.15226     -0.01474     -0.17563     byEQ         
lammps_0955  0.4667       0.96297      0.18938      -1.74427     0.24074      0.00278      -0.08706     -0.14870     -0.01664     -0.17404     byEQ         
lammps_0956  0.4667       0.96325      0.19412      -1.67865     0.32600      0.00256      -0.08712     -0.14831     -0.01562     -0.17302     byEQ         
lammps_0957  0.4667       0.96364      0.19143      -1.72809     0.29273      0.00045      -0.08866     -0.15087     -0.01544     -0.17470     byEQ         
lammps_0958  0.4667       0.96333      0.19420      -1.67483     0.30324      0.00298      -0.08564     -0.14649     -0.01595     -0.17134     byEQ         
lammps_0959  0.4667       0.96330      0.19143      -1.72666     0.29143      0.00106      -0.08866     -0.15087     -0.01543     -0.17468     byEQ         
lammps_0960  0.4667       0.96374      0.19262      -1.70847     0.30493      0.00249      -0.08843     -0.15094     -0.01508     -0.17418     byEQ         
lammps_0961  0.4667       0.96395      0.19410      -1.68480     0.31622      0.00271      -0.08643     -0.14830     -0.01574     -0.17275     byEQ         
lammps_0962  0.4667       0.96467      0.19367      -1.69592     0.29752      0.00195      -0.08951     -0.15141     -0.01454     -0.17414     byEQ         
lammps_0963  0.4667       0.96535      0.19609      -1.63002     0.37311      0.00121      -0.08887     -0.14966     -0.01588     -0.17346     byEQ         
lammps_0964  0.4667       0.96472      0.19366      -1.69505     0.29723      0.00054      -0.08951     -0.15141     -0.01454     -0.17414     byEQ         
lammps_0965  0.4667       0.96656      0.19328      -1.70836     0.27183      -0.00034     -0.09036     -0.15344     -0.01417     -0.17553     byEQ         
lammps_0966  0.4667       0.96758      0.20190      -1.70672     0.55177      0.00343      -0.08844     -0.15179     -0.01427     -0.17341     byEQ         
lammps_0967  0.4667       0.96750      0.20179      -1.70217     0.53383      0.00428      -0.08573     -0.14752     -0.01515     -0.17072     byEQ         
lammps_0968  0.4667       0.96761      0.19927      -1.73934     0.50785      0.00304      -0.08761     -0.14924     -0.01493     -0.17230     byEQ         
lammps_0969  0.4667       0.96779      0.19713      -1.67864     0.31866      0.00209      -0.08679     -0.14818     -0.01334     -0.17138     byEQ         
lammps_0970  0.4667       0.96759      0.20174      -1.70165     0.53437      0.00103      -0.08573     -0.14752     -0.01515     -0.17072     byEQ         
lammps_0971  0.4667       0.96791      0.18797      -1.78508     0.19375      0.00273      -0.08689     -0.14793     -0.02161     -0.17519     byEQ         
lammps_0972  0.4667       0.96901      0.19048      -1.79957     0.17661      0.00314      -0.08595     -0.14597     -0.01945     -0.17174     byEQ         
lammps_0973  0.4667       0.96893      0.18508      -1.89373     0.17702      0.00241      -0.08832     -0.15083     -0.02118     -0.17738     byEQ         
lammps_0974  0.4667       0.96887      0.18520      -1.89146     0.17743      0.00310      -0.08893     -0.15159     -0.02065     -0.17763     byEQ         
lammps_0975  0.4667       0.96937      0.19752      -1.58496     0.28630      0.00131      -0.08888     -0.15067     -0.01460     -0.17374     byEQ         
lammps_0976  0.4667       0.96952      0.18633      -1.86994     0.18974      0.00124      -0.08863     -0.15131     -0.02013     -0.17716     byEQ         
lammps_0977  0.4667       0.96951      0.18999      -1.81896     0.18104      0.00303      -0.08773     -0.14902     -0.01928     -0.17374     byEQ         
lammps_0978  0.4667       0.96989      0.20648      -1.18161     0.27320      -0.00425     -0.09495     -0.15411     -0.00912     -0.17708     byEQ         
lammps_0979  0.4667       0.96998      0.19051      -1.80845     0.19055      0.00162      -0.08720     -0.14844     -0.01874     -0.17346     byEQ         
lammps_0980  0.4667       0.97034      0.19137      -1.76223     0.18308      0.00287      -0.08903     -0.15145     -0.01749     -0.17542     byEQ         
lammps_0981  0.4667       0.97134      0.18613      -1.80285     -0.12306     0.00327      -0.07788     -0.14338     -0.01395     -0.16592     byEQ         
lammps_0982  0.4667       0.97119      0.19803      -1.58989     0.16057      0.00244      -0.08415     -0.14388     -0.01114     -0.16826     byEQ         
lammps_0983  0.4667       0.97035      0.19112      -1.80032     0.19998      0.00096      -0.08616     -0.14693     -0.01967     -0.17285     byEQ         
lammps_0984  0.4667       0.97109      0.19015      -1.80696     0.25149      0.00237      -0.09020     -0.15123     -0.01934     -0.17829     byEQ         
lammps_0985  0.4667       0.97120      0.19110      -1.79113     0.17180      0.00136      -0.08635     -0.14805     -0.01848     -0.17256     byEQ         
lammps_0986  0.4667       0.97251      0.19240      -1.76689     0.26298      0.00331      -0.09153     -0.15099     -0.01904     -0.17914     byEQ         
lammps_0987  0.4667       0.97443      0.20034      -1.53478     0.12940      0.00221      -0.08481     -0.14101     -0.01175     -0.16903     byEQ         
lammps_0988  0.4667       0.97459      0.19978      -1.53934     0.09953      0.00220      -0.08186     -0.13860     -0.01270     -0.16730     byEQ         
lammps_0989  0.4667       0.97447      0.18972      -1.88494     0.22210      -0.00003     -0.08801     -0.15022     -0.01905     -0.17512     byEQ         
lammps_0990  0.4667       0.97683      0.20456      -1.21803     0.11815      0.00130      -0.09239     -0.15235     -0.01231     -0.17638     byEQ         
lammps_0991  0.4667       0.97717      0.21276      -1.15390     0.38870      -0.00010     -0.09353     -0.15180     -0.01135     -0.17671     byEQ         
lammps_0992  0.4667       0.97758      0.21715      -1.10362     0.47730      0.00185      -0.09399     -0.15212     -0.01096     -0.17623     byEQ         
lammps_0993  0.4667       0.97781      0.21305      -1.17656     0.41997      0.00123      -0.09408     -0.15406     -0.01113     -0.17831     byEQ         
lammps_0994  0.4667       0.97801      0.20969      -1.17385     0.28439      0.00138      -0.09553     -0.15448     -0.01035     -0.17957     byEQ         
lammps_0995  0.4667       0.97793      0.21982      -0.90115     0.30204      0.00093      -0.09339     -0.15227     -0.00732     -0.17491     byEQ         
lammps_0996  0.4667       0.97952      0.20924      -1.26093     0.21613      0.00139      -0.09141     -0.14993     -0.01064     -0.17479     byEQ         
lammps_0997  0.4667       0.98016      0.20574      -1.27692     0.14257      0.00222      -0.09118     -0.14991     -0.01115     -0.17471     byEQ         
lammps_0998  0.4667       0.98002      0.22545      -0.61432     0.31678      0.00105      -0.10009     -0.15727     -0.00384     -0.18041     byEQ         
lammps_0999  0.4667       0.98362      0.21514      -1.04324     0.27421      0.00069      -0.09602     -0.15406     -0.00843     -0.17884     byEQ         
lammps_1000  0.4667       0.98481      0.19466      -1.49320     -0.04526     0.00095      -0.08937     -0.15050     -0.01410     -0.17646     byEQ         
lammps_1001  0.4667       0.98349      0.19607      -1.72957     0.20196      0.00088      -0.08773     -0.14874     -0.01949     -0.17543     byEQ         
lammps_1002  0.4667       0.98348      0.22107      -1.04956     0.40051      -0.00005     -0.09127     -0.15120     -0.00946     -0.17469     byEQ         
lammps_1003  0.4667       0.98580      0.20715      -1.28198     0.15801      -0.00320     -0.09129     -0.15049     -0.01198     -0.17563     byEQ         
lammps_1004  0.4667       0.98660      0.21030      -1.31846     0.24170      0.00065      -0.09156     -0.15306     -0.01025     -0.17543     byEQ         
lammps_1005  0.4667       0.98698      0.21081      -1.18630     0.12692      0.00106      -0.09127     -0.14822     -0.01008     -0.17427     byEQ         
lammps_1006  0.4667       0.98684      0.17554      -2.02542     -0.48472     0.00275      -0.08193     -0.14342     -0.01872     -0.16851     byEQ         
lammps_1007  0.4667       0.98688      0.17551      -2.02445     -0.48536     0.00113      -0.08193     -0.14342     -0.01872     -0.16851     byEQ         
lammps_1008  0.4667       0.98709      0.21399      -1.35810     0.39053      0.00276      -0.09254     -0.15345     -0.00948     -0.17563     byEQ         
lammps_1009  0.4667       0.98713      0.20578      -1.34644     0.15686      0.00096      -0.09326     -0.15595     -0.01110     -0.17990     byEQ         
lammps_1010  0.4667       0.98767      0.20768      -1.32369     0.10069      0.00190      -0.09103     -0.15475     -0.00934     -0.17663     byEQ         
lammps_1011  0.4667       0.98715      0.21763      -1.35793     0.49450      0.00213      -0.08719     -0.14972     -0.01074     -0.17218     byEQ         
lammps_1012  0.4667       0.98911      0.20962      -1.22334     0.09333      0.00054      -0.09101     -0.15181     -0.00997     -0.17417     byEQ         
lammps_1013  0.4667       0.98959      0.21200      -1.23289     0.17857      0.00075      -0.09090     -0.15128     -0.00972     -0.17530     byEQ         
lammps_1014  0.4667       0.98939      0.21761      -1.06039     0.19952      0.00068      -0.09320     -0.15320     -0.00672     -0.17655     byEQ         
lammps_1015  0.4667       0.98960      0.22334      -1.25797     0.56409      0.00121      -0.08837     -0.14977     -0.00979     -0.17182     byEQ         
lammps_1016  0.4667       0.98967      0.21345      -1.20956     0.37951      0.00213      -0.10034     -0.16153     -0.00957     -0.18571     byEQ         
lammps_1017  0.4667       0.99123      0.21038      -1.35388     0.28129      0.00272      -0.09069     -0.15262     -0.01100     -0.17751     byEQ         
lammps_1018  0.4667       0.98725      0.19408      -1.53684     -0.02475     0.00117      -0.09432     -0.15821     -0.01521     -0.18324     byEQ         
lammps_1019  0.4667       0.99103      0.22604      -1.12045     0.54260      0.00235      -0.08995     -0.14987     -0.00867     -0.17416     byEQ         
